name,twitter,followers,followees,location,link,ratio
Sean Dooley,@Twitchathon,1985,148,"Victoria, Australia",https://twitter.com/Twitchathon,13.412162162162161
Say Yes Australia,@SayYesAustralia,1985,684,Australia,https://twitter.com/SayYesAustralia,2.902046783625731
Rakhal Ebeli,@rakhalebeli,1983,2172,Melbourne,https://twitter.com/rakhalebeli,0.9129834254143646
Sherif Kamal,@sherikama,1983,1262,"New York, NY",https://twitter.com/sherikama,1.5713153724247226
Darren Sharp,@dasharp,1980,1788,"Melbourne, Australia",https://twitter.com/dasharp,1.1073825503355705
Clean4Cheap.com,@clean4cheap,1980,2628,Washington DC,https://twitter.com/clean4cheap,0.7534246575342466
SumatraEEC,@SumatraEEC,1976,1989,"Medan, North Sumatra",https://twitter.com/SumatraEEC,0.9934640522875817
Banksia Foundation,@BanksiaFdn,1975,1579,"Melbourne, Australia",https://twitter.com/BanksiaFdn,1.2507916402786574
Richard Casson,@richardcasson,1972,2077,"London, via Oxford & Lancaster",https://twitter.com/richardcasson,0.9494463168030813
Jennifer Holmes,@WasteConnects,1969,2153,"Sydney, Australia",https://twitter.com/WasteConnects,0.9145378541569903
Noosaville QLD,@Noosaville,1968,1934,"Noosa, Sunshine Coast",https://twitter.com/Noosaville,1.017580144777663
Mary Ellen Walsh,@MEWsing,1966,2098,Long Island,https://twitter.com/MEWsing,0.9370829361296473
@openforum_au,@openforum_au,1966,2031,Australia,https://twitter.com/openforum_au,0.9679960610536681
Wendy Timmons,@wendytimmons,1966,1709,"Temecula, CA",https://twitter.com/wendytimmons,1.1503803393797543
Jess Miller,@jem1ller,1965,2030,Sydney,https://twitter.com/jem1ller,0.9679802955665024
Carbon Farming,@carbonfarming,1964,574,global,https://twitter.com/carbonfarming,3.421602787456446
Ku-ring-gai Council,@krgcouncil,1964,1042,"Gordon, NSW Australia",https://twitter.com/krgcouncil,1.8848368522072936
Jemima Garrett,@jemimagar,1962,1550,sydney,https://twitter.com/jemimagar,1.2658064516129033
Stephen Jolly,@stephenjolly99,1957,1730,"Melbourne, Australia",https://twitter.com/stephenjolly99,1.13121387283237
Elenie Poulos,@EleniePoulos,1955,1767,Sydney,https://twitter.com/EleniePoulos,1.1063950198075834
VetPro Recruitment,@VetProUK,1954,1733,United Kingdom,https://twitter.com/VetProUK,1.127524523946913
CAHA Inc,@healthy_climate,1948,1117,Australia,https://twitter.com/healthy_climate,1.7439570277529095
animalonly,@animalonly,1947,1675,,https://twitter.com/animalonly,1.1623880597014926
Natalie Banks,@InfernoJourno,1946,1355,"Perth, Western Australia",https://twitter.com/InfernoJourno,1.4361623616236163
Julianne Scenna,@JulianneScenna,1945,1971,"Melbourne, Australia",https://twitter.com/JulianneScenna,0.9868087265347539
TERN,@TERN_Aus,1945,1886,Australia,https://twitter.com/TERN_Aus,1.0312831389183457
Justin Field,@justinrfield,1945,1117,Bondi,https://twitter.com/justinrfield,1.7412712623097584
Mining Review Africa,@MiningReview,1944,1501,,https://twitter.com/MiningReview,1.2951365756162558
Ian Martin,@Laberal,1940,2047,"Melbourne, Australia",https://twitter.com/Laberal,0.9477283829995115
Perma-Australia,@PermacultureAu,1939,440,Australian,https://twitter.com/PermacultureAu,4.406818181818182
Natalie Hutchins,@NatHutchins,1939,1703,,https://twitter.com/NatHutchins,1.1385789782736349
Frank Wall,@Our_Hiking_Blog,1938,2035,"Geelong, Australia",https://twitter.com/Our_Hiking_Blog,0.9523341523341523
Jenny Gardiner    ,@JennyGardiner__,1938,3378,"New South Wales, Australia",https://twitter.com/JennyGardiner__,0.5737122557726465
AMP Foundation,@AMPFoundation,1938,1072,"Sydney, Australia",https://twitter.com/AMPFoundation,1.8078358208955223
T,@marshallt_nz,1938,2002,"Queensland, Australia",https://twitter.com/marshallt_nz,0.968031968031968
BrianSpecMan Murphy,@BrianSpecMan,1937,2138,"Peterborough, UK",https://twitter.com/BrianSpecMan,0.9059869036482694
Ben Song,@BenSong,1935,1238,Perth  Singapore,https://twitter.com/BenSong,1.563004846526656
Leadership Victoria,@LeadVic,1929,943,"Melbourne, Victoria",https://twitter.com/LeadVic,2.04559915164369
Emily Howie,@EmilyHowie,1924,811,Australia,https://twitter.com/EmilyHowie,2.372379778051788
Karl Malakunas,@karlmalakunas,1921,1608,Philippines,https://twitter.com/karlmalakunas,1.1946517412935322
Revelly Robinson,@revellyrobinson,1921,1819,Australia,https://twitter.com/revellyrobinson,1.0560747663551402
Cool Australia,@coolaustralia,1920,1507,Australia,https://twitter.com/coolaustralia,1.2740544127405442
Pippa Bailey,@pipsterb,1918,1381,Australia & UK,https://twitter.com/pipsterb,1.388848660391021
HOSOKAWA Komei,@ngalyak,1915,280,"Kioto, Japn, Tierra",https://twitter.com/ngalyak,6.839285714285714
PrizeDirectAustralia,@prizedirect,1915,2398,Sydney,https://twitter.com/prizedirect,0.7985821517931609
Luke Schenscher,@Luke_Schenscher,1915,226,"Townsville, Queensland",https://twitter.com/Luke_Schenscher,8.473451327433628
Anthony Mockler,@washingtonirvng,1912,391,"Melbourne, Australia",https://twitter.com/washingtonirvng,4.89002557544757
Steve Parish,@SPNatureConnect,1912,1748,Australia,https://twitter.com/SPNatureConnect,1.0938215102974829
OasisYSN,@OasisYSN,1909,1457,"Surry Hills, Sydney",https://twitter.com/OasisYSN,1.310226492793411
ISF AMAZON,@ISF_AMAZON,1908,155,Brazil,https://twitter.com/ISF_AMAZON,12.30967741935484
codesignstudio,@codesignstudio,1904,1566,Australia,https://twitter.com/codesignstudio,1.2158365261813537
PopSciGuy,@PopSciGuyOz,1903,2033,Melbourne,https://twitter.com/PopSciGuyOz,0.9360550909985244
Sourcemap,@sourcemap,1900,1629,New York NY,https://twitter.com/sourcemap,1.1663597298956414
Vic Women's Trust,@VicWomensTrust,1895,1672,"Melbourne, Victoria, Australia",https://twitter.com/VicWomensTrust,1.1333732057416268
Jeff Waters,@SouthernWaters,1893,1064,"Melbourne, Australia",https://twitter.com/SouthernWaters,1.7791353383458646
Bob Payne,@rjpayne,1893,1752,"T: 49.234952,-122.989084",https://twitter.com/rjpayne,1.0804794520547945
judithcantor,@judithcantor,1890,1909,,https://twitter.com/judithcantor,0.9900471451021478
Drama for Life,@Drama_for_Life,1889,2857,"Wits University, Johannesburg",https://twitter.com/Drama_for_Life,0.6611830591529576
Green Blog,@grenblg,1885,459,Earth,https://twitter.com/grenblg,4.106753812636166
The Freshwater Blog,@freshwaterblog,1885,1057,Europe,https://twitter.com/freshwaterblog,1.7833491012298959
James Kozanecki,@Aussie_Kozzy,1883,1056,Sydney,https://twitter.com/Aussie_Kozzy,1.7831439393939394
Marisa Wikramanayake,@mwikramanayake,1880,1886,"Fremantle, Perth, WA, 6160",https://twitter.com/mwikramanayake,0.9968186638388123
Baptcare,@Baptcare,1879,1030,"Vic and Tas, Australia",https://twitter.com/Baptcare,1.8242718446601942
Elizabeth Marr,@JmarrMarr,1878,1613,,https://twitter.com/JmarrMarr,1.1642901425914445
NIYLA,@NIYLA_,1877,1449,"Melbourne, VIC",https://twitter.com/NIYLA_,1.295376121463078
Quercus ANCN,@quercusancn,1876,489,Portugal,https://twitter.com/quercusancn,3.83640081799591
Irrigation Australia,@IrrigationAus,1873,1947,Australia,https://twitter.com/IrrigationAus,0.9619928094504365
Ampersand Magazine,@ampersandmag,1872,617,"Sydney, Australia",https://twitter.com/ampersandmag,3.034035656401945
Kumari,@KumariMiddleton,1871,1906,"Melbourne, Australia",https://twitter.com/KumariMiddleton,0.9816369359916055
Earth First,@EarthFirst_au,1868,1351,Sydney,https://twitter.com/EarthFirst_au,1.382679496669134
Kim Palmer Berry,@allconsuming,1867,1144,Australia,https://twitter.com/allconsuming,1.631993006993007
Soils for Life,@SoilsforLife,1867,717,Australia wide,https://twitter.com/SoilsforLife,2.603905160390516
Cathy Alexander,@cathymalexander,1866,989,Melbourne,https://twitter.com/cathymalexander,1.8867542972699696
Europe Esprance,@europesperance,1863,1243,Liberated Denmark,https://twitter.com/europesperance,1.4987932421560741
TAFE4All,@TAFE4All,1861,1718,"Melbourne, Australia",https://twitter.com/TAFE4All,1.0832363213038416
Australia Great,@AustraliaGreat,1860,1987,Australia,https://twitter.com/AustraliaGreat,0.9360845495722194
Stop Shenhua,@StopShenhua,1853,503,"Breeza, New South Wales",https://twitter.com/StopShenhua,3.68389662027833
Andrew Thaler,@andrew_thaler,1853,1474,A convict in #TeamStraya.,https://twitter.com/andrew_thaler,1.257123473541384
FIA,@FundInstituteAu,1853,214,Australia,https://twitter.com/FundInstituteAu,8.658878504672897
Jane Salmon,@JSalmonupstream,1851,1922,The Grange,https://twitter.com/JSalmonupstream,0.9630593132154006
Laura Poole,@laurafayepoole,1849,1354,"Tyers, Gippsland",https://twitter.com/laurafayepoole,1.3655834564254061
Belinda Coates,@BelindaCoates,1847,2018,Ballarat,https://twitter.com/BelindaCoates,0.9152626362735382
EDO NSW,@EDONSW,1846,584,Sydney and Lismore,https://twitter.com/EDONSW,3.160958904109589
Clinton McRobert,@FunHoleNo_5,1845,2043,Australia - Various.,https://twitter.com/FunHoleNo_5,0.9030837004405287
Hannah Catmur,@hannahcatmur,1842,1797,London,https://twitter.com/hannahcatmur,1.025041736227045
Sarah Emily Labance,@sarahelabance,1842,1287,New Jersey,https://twitter.com/sarahelabance,1.4312354312354312
Sian Prior,@sianprior,1841,772,Melbourne,https://twitter.com/sianprior,2.384715025906736
SLFestival,@SLFestivalAus,1838,718,"Across Victoria, Australia",https://twitter.com/SLFestivalAus,2.5598885793871866
Cuppa Reality,@CuppaReality,1838,1982,,https://twitter.com/CuppaReality,0.9273461150353178
laura wells,@iamlaurawells,1837,579,,https://twitter.com/iamlaurawells,3.1727115716753023
EcoForce,@EcoForceUK,1828,2481,Global,https://twitter.com/EcoForceUK,0.7367996775493753
"VineStreetMarket,USA",@VineStreetBags,1823,1697,"Los Angeles, CA",https://twitter.com/VineStreetBags,1.074248674130819
Jessica Ivers,@jivebong,1820,1152,"Melbourne, VIC",https://twitter.com/jivebong,1.5798611111111112
Mission of Mermaids,@MissionMermaids,1819,1340,Wherever salt water lies,https://twitter.com/MissionMermaids,1.3574626865671642
Greyhound_Oz,@Greyhound_Oz,1818,792,Australia,https://twitter.com/Greyhound_Oz,2.2954545454545454
Jo Chandler,@jo_m_chandler,1818,1127,,https://twitter.com/jo_m_chandler,1.6131322094055014
Carol Probets,@carolprobets,1817,589,"Blue Mountains, Australia",https://twitter.com/carolprobets,3.0848896434634976
Amanda McKenzie,@McKenzieAmanda,1817,817,"Sydney, Australia",https://twitter.com/McKenzieAmanda,2.2239902080783356
CAE Melbourne,@CAE_Melbourne,1817,1488,Melbourne,https://twitter.com/CAE_Melbourne,1.2211021505376345
planetdoteco,@planetdoteco,1816,1966,Earth~There is no Planet B,https://twitter.com/planetdoteco,0.9237029501525941
Sherman Gilman,@OneCauseATATime,1815,1959,Ca,https://twitter.com/OneCauseATATime,0.9264931087289433
Anthony Coles,@AnthonyColes,1815,1876,Australia - China - ASEAN,https://twitter.com/AnthonyColes,0.9674840085287847
RottnestWindTurbine,@Rottoturbine,1813,379,"Rottnest Island, Western Australia",https://twitter.com/Rottoturbine,4.783641160949868
Kids Under Cover,@KidsUnderCover,1811,413,,https://twitter.com/KidsUnderCover,4.38498789346247
Indianapolis Prize,@IndyPrize,1809,1607,"Indianapolis, IN",https://twitter.com/IndyPrize,1.1257000622277535
It's inevitable,@CarbonTaxFan,1808,1854,"Melbourne, Victoria",https://twitter.com/CarbonTaxFan,0.9751887810140237
LadyBatGirlKimberley,@earthma23,1807,2000,Western Australia,https://twitter.com/earthma23,0.9035
Sustainable Solution,@SustainSolution,1807,1296,"Vancouver, BC",https://twitter.com/SustainSolution,1.3942901234567902
My Vegan Life,@Vegan_Elu,1805,1755,Australia,https://twitter.com/Vegan_Elu,1.0284900284900285
ARLF,@ARLFNews,1804,1639,,https://twitter.com/ARLFNews,1.1006711409395973
Beverley Pomeroy,@BeverleyPomeroy,1802,1675,Vancouver Canada,https://twitter.com/BeverleyPomeroy,1.075820895522388
Save our Marine Life,@sandyseal,1802,791,Australia,https://twitter.com/sandyseal,2.278128950695322
Geoff Gourley (GG),@geoffgourley,1800,2001,"Melbourne, Aus",https://twitter.com/geoffgourley,0.8995502248875562
Jacqui Brauman,@acquija,1799,1809,"Victoria, Australia",https://twitter.com/acquija,0.9944720840243229
Hilary Bowman-Smart,@hilaryjfb,1798,1373,"Berlin, Germany",https://twitter.com/hilaryjfb,1.3095411507647488
StocklandSustain,@StocklandCRS,1796,582,Sydney,https://twitter.com/StocklandCRS,3.0859106529209623
PHILLIP  PRING,@Phillippring,1793,1838,CENTRAL COAST  NSW AUSTRALIA,https://twitter.com/Phillippring,0.9755168661588683
susan Lane,@susanLa60,1793,1643,Australia,https://twitter.com/susanLa60,1.0912964090079122
Tim Nicol,@happy_squid,1793,277,"Perth, WA",https://twitter.com/happy_squid,6.472924187725631
Katrina Myers,@BarhamAvocados,1789,1100,Barham ,https://twitter.com/BarhamAvocados,1.6263636363636365
RAI ,@RegionalAus,1787,2001,Canberra,https://twitter.com/RegionalAus,0.8930534732633684
Australian Progress,@ausprogress,1783,1162,Australia,https://twitter.com/ausprogress,1.5344234079173837
GreenCollarWoman,@GreenCollarW,1779,1901,Everywhere,https://twitter.com/GreenCollarW,0.9358232509205682
Bank Australia,@bankaust,1776,967,Australia,https://twitter.com/bankaust,1.8366080661840745
Ghost Forest,@truebluesome,1775,1996,Melbourne Australia,https://twitter.com/truebluesome,0.8892785571142284
Kate Belle,@ecstasyfiles,1774,2006,"Melbourne, Australia",https://twitter.com/ecstasyfiles,0.8843469591226321
Unashamedly Creative,@noshamecreative,1774,1934,Australia,https://twitter.com/noshamecreative,0.9172699069286453
Vitor without C,@vitorhs,1774,1633,Brisbane - Australia,https://twitter.com/vitorhs,1.0863441518677281
OpenHouseLimerick,@OHLimerick,1773,1892,Limerick,https://twitter.com/OHLimerick,0.9371035940803383
FutureHealthLeaders,@FHLchat,1773,1890,Australia,https://twitter.com/FHLchat,0.9380952380952381
Help SAVE the Planet,@IHelpSavePlanet,1772,3848,"Earth, 3rd planet from the Sun",https://twitter.com/IHelpSavePlanet,0.4604989604989605
Robert Clark,@robert_clark_64,1771,1618,Vancouver,https://twitter.com/robert_clark_64,1.0945611866501854
ShopEthical!,@ethicalshopper,1767,267,"Melbourne, Australia",https://twitter.com/ethicalshopper,6.617977528089888
Jobs Australia,@JobsAustLtd,1767,858,Melbourne,https://twitter.com/JobsAustLtd,2.0594405594405596
Invasive Animals CRC,@PestSmartCRC,1767,654,,https://twitter.com/PestSmartCRC,2.7018348623853212
Andrew Campbell,@andwcampbell,1765,1922,Sydney,https://twitter.com/andwcampbell,0.9183142559833507
Sam Regester,@samregester,1763,1870,,https://twitter.com/samregester,0.9427807486631016
Take 3,@Take3cleanbeach,1763,1270,Australia,https://twitter.com/Take3cleanbeach,1.3881889763779527
Elsa Evers,@elsa_la_guerita,1762,1850,Sydney,https://twitter.com/elsa_la_guerita,0.9524324324324325
Conservation Council,@ConservationWA,1761,1154,Western Australia,https://twitter.com/ConservationWA,1.525996533795494
NSW Irrigators,@nswirrigators,1760,130,Sydney,https://twitter.com/nswirrigators,13.538461538461538
Surfrider Australia,@surfrideraus,1760,495,Australia,https://twitter.com/surfrideraus,3.5555555555555554
Tom Minear,@tminear,1759,1802,Melbourne,https://twitter.com/tminear,0.9761376248612652
Alice Howard-Vyse,@alicehv,1759,2001,"Sydney, Australia",https://twitter.com/alicehv,0.8790604697651174
julie wassmer,@juliewassmer,1758,2001,Whitstable,https://twitter.com/juliewassmer,0.8785607196401799
Sarah,@ginandkittens,1758,698,"Brisbane, Australia",https://twitter.com/ginandkittens,2.518624641833811
GAWDS,@The_GAWDS,1756,1185,Worldwide,https://twitter.com/The_GAWDS,1.4818565400843882
the future makers,@thefuturemakers,1754,2001,Australia,https://twitter.com/thefuturemakers,0.8765617191404298
Dewey and Kaye,@deweyandkaye,1753,1180,"Pittsburgh, PA",https://twitter.com/deweyandkaye,1.485593220338983
Margaret Paul,@margaretpaul,1752,2000,Geelong,https://twitter.com/margaretpaul,0.876
beaney,@beaney,1752,756,Sydney,https://twitter.com/beaney,2.3174603174603177
foodplex,@foodplex,1750,2000,Chicago,https://twitter.com/foodplex,0.875
Lady jill ,@auntyfudge,1748,1984,Australia,https://twitter.com/auntyfudge,0.8810483870967742
Tron Lord,@TRON_Lord,1747,1970,Melbourne,https://twitter.com/TRON_Lord,0.8868020304568528
Megan Evans,@megcevans,1747,1727,"Canberra, Australia",https://twitter.com/megcevans,1.0115807759119861
Islamic Relief AU,@IslamicReliefAu,1746,586,Australia,https://twitter.com/IslamicReliefAu,2.9795221843003414
Doug Garske,@dhgarske,1746,1810,"FOX Studios, Sydney, Australia",https://twitter.com/dhgarske,0.9646408839779006
Dusit Thani Maldives,@DusitThaniMV,1745,1593,"Mudhdhoo Island, Maldives",https://twitter.com/DusitThaniMV,1.0954174513496548
Reverdecer,@_Reverdecer,1745,353,,https://twitter.com/_Reverdecer,4.943342776203966
Temur Akhmedov,@greentemur,1745,1935,USA,https://twitter.com/greentemur,0.9018087855297158
Tracee Hutchison,@traceehutch,1743,1650,Melbourne,https://twitter.com/traceehutch,1.0563636363636364
Alison Rowe,@Fujitsu_Green,1740,1693,Melbourne,https://twitter.com/Fujitsu_Green,1.0277613703484938
Climate Times,@ClimateTimes,1736,902,"Denver, Colorado",https://twitter.com/ClimateTimes,1.9246119733924612
SHOESTRING,@SHOESTRINGgroup,1733,1655,Maine,https://twitter.com/SHOESTRINGgroup,1.0471299093655588
Papercut ,@papercutACT,1732,1714,"Canberra, Australia",https://twitter.com/papercutACT,1.0105017502917153
Oscar Trimboli,@oscartrimboli,1732,1988,Sydney,https://twitter.com/oscartrimboli,0.8712273641851107
David Donaldson,@davidadonaldson,1729,2356,Melbourne,https://twitter.com/davidadonaldson,0.7338709677419355
Energy4Opportunity ,@EnergyForOpp,1729,1321,West Africa,https://twitter.com/EnergyForOpp,1.3088569265707797
Michael T,@mtats,1728,872,"Sydney, Australia ",https://twitter.com/mtats,1.981651376146789
GreenCollar James,@GreenCollarGCS,1727,1864,"Sydney, Australia",https://twitter.com/GreenCollarGCS,0.9265021459227468
MangroveWatch,@MangroveWatch,1727,1963,"Brisbane, Australia",https://twitter.com/MangroveWatch,0.8797758532857871
Austin CF,@AustinCommFound,1727,512,"Austin, Texas",https://twitter.com/AustinCommFound,3.373046875
Drupal8 News,@Drupal8iscoming,1726,653,,https://twitter.com/Drupal8iscoming,2.643185298621746
Chifley Peter ,@faully33,1724,1998,,https://twitter.com/faully33,0.8628628628628628
